circle_id,waseda_id,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,所属人数,設立年,外国人学生の受け入れ,外国人学生歓迎マーク,写真URL,ウェブサイト（学校）,サイトメモ,ウェブサイト（サークル）,Instagram,X,Facebook,LINE,Waseda Weekly,YouTube,TikTok,note,その他のリンク,備考
C0187,3497,緑法会,学問,法律,緑法会は日本最大級の規模を誇る法律サークルです。10個のゼミに別れて毎週活動します。5・6限で法律科目のレクチャーを行い、そのあとはアフターとして皆が楽しめるイベントを行います。野球の早慶戦応援や年に2回の合宿、早稲田祭への出店など年間を通してたくさんの行事があり飽きさせません。ぜひ、ゼミ説明会へお越しください。それぞれのゼミに特色があり自分に合ったゼミを見つけることができると思います。新歓期には花見やコンパなどを開催します。2・3年生が駆け付けますので気軽に参加してください。今年で80周年を迎える緑法会は、10月に著名なOB・OGを招いてパーティーを執り行います。この大きな節目を多くの新入生の皆さんと迎えられることを心待ちしています。法学部で学生生活を充実させるには緑法会に所属することに間違いありません。どうぞよろしくお願いします！?,水・木・金曜日,800人,1936年,20人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3497&lng=en,なし,なし,なし,https://twitter.com/ryokuhoukai2017,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0188,3496,創法会,学問,法律,こんにちは！ 早稲田大学三大公認法律サークルの1つ、創法会です！ 創法会は設立68年目の非常に歴史のある法律サークルです！ 当サークルでは週3回、3年生による質の高い法律レクチャーから、各種イベント何でもやります！ 年3回の合宿（夏合宿・冬合宿・新歓合宿）、学内法律討論会や他大学と合同で行う法律討論会、各界で活躍されている創法会の先輩方をお招きするOB・OG会、卒業する4年生を見送る追いコン…ここには書ききれないくらいたくさんのイベントがあります!! そして何よりも創法会の売りは、入った後定着してくれる子が多いことです！ それだけ同期内でも、先輩後輩も仲がいいです！ 一度しかない大学生活、ぜひ創法会で過ごしてみませんか???,レクチャー：火・水・木曜日/16:30〜18:00（今年度春）,100人,1948年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/16598fa58199c4d69a04e8ab3019ec75-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/ba8e6a28a3d39fc594aad8065773a588-940x705.jpeg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/f6c04b1c725c52922db1e0e2b3d84862-940x1253.jpeg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3496&lng=en,なし,なし,なし,https://twitter.com/sohokai_waseda,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0189,3499,民法研究会,学問,法律,私たち民法研究会はわかりやすいレクチャーと充実した試験対策であなたの勉強面をしっかりサポートします。レジュメの質は法学部1との呼び声も高く、みんなが欲しがる学部生必携レジュメです。でも民研って勉強ばかりしているのでは？と思われがちですが楽しいイベントも多数！ 春夏の合宿に加え、月1回のアフターや、水族館ディズニー、動物カフェなどさまざまな場所にみんなででかけます。アットホームな法学部のオアシスを目指して日々活動しています。一緒にみんけんで最高の大学生活を送りましょう！ 民法研究会は、早稲田大学の法律サークルです。 試験対策を始め、週1回のレクチャーや先輩によるサポートなどにより、法学部に所属する学生のみなさんと法律の距離を縮めます。 レクチャーの後にはみんなでご飯を食べに行ったり、遊びに行ったりします。また、合宿や早稲田祭、模擬裁判などの楽しいイベントも盛りだくさんです。 しっかりと勉強することを前提とするのはもちろんですが、遊ぶ時はがっつり遊びましょう！ 民法研究会はあなたの法学部ライフを豊かにします。,毎週火曜日/16時半〜/3・11号館,120人,1949年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/3f01e4fefc1e68d83af24e5eb475ccbb.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/d9aaaf780d8bfff4eb8258adf77f64fe-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/c2d2e86746261962150020612a8afaa8-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3499&lng=en,なし,なし,なし,https://twitter.com/minken2016,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0190,3500,刑事法研究会,学問,法律,"刑事法研究会は1949年から続く大変伝統のある法律サークルであり、われわれの諸先輩方には裁判官や弁護士、検察官はもちろんのこと国家総合職や大学教授、都庁職員など幅広く活躍されております。そのような伝統を胸に、会員たちは楽しく大学生活を送っています。
/
/現会員は40名ほどで特に2年生が多く、とても面白いが、どこかほんわかしたような雰囲気を持つ子が非常に多いです。大学のサークルはチャラそうだとか、飲みがすごそうだ、などそういった心配をしてるそこのあなたにこそ、オススメしたい、ぜひ来てほしいサークルです。
/
/活動としては週に1回の刑法のレクチャーを大学院生にお願いしており、質の高いレクチャーを受ける事ができます。ここでの勉強が2017年に行われる模擬裁判へと役立つことになります。 勉強以外でも、年2回の合宿や（ユルい）飲み会、納涼船や裁判傍聴など楽しいこともめじろ押しです。法律サークルでどこにもしっくり来ないあなたにも満足してもらえるような自由度の高いサークルだと思います。
/
/昨年度は民研（※民放研究会）さんと隔年で行われている模擬裁判が刑事法研究会で催されたため、夏合宿頃から模擬裁判の台本作りや役決め、リハーサルなどが毎週のように行われ、そちらの活動に力を入れていました。法学部生の方はいつでも大歓迎です。",毎週金・土・日曜日/不定期/学生会館,40人,1949年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/3161b184b21c807b43ccbc5c6d541810-940x1253.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/aec4b29741f777ef345fb0fb24dee716-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/577c5053b2ff71aa318fd3bc639807ae.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3500&lng=en,なし,なし,なし,https://twitter.com/keiken2016,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0191,3505,法社会学研究会,学問,法律,法社会学研究会は、法律学を学ぶ学生が、法律を学問することを通して相互に親睦を図ることを目的とした学生の団体です。いわゆる「中小法サー」とよばれるあまり規模の大きくない法律サークルではありますが、むしろ、大きな法サーにはないきめ細やかなコミュニケーションをとることができる点が魅力です。法社会学研究会では、法社会学やこれを始めとした基礎法に関する学習のみならず、実定法に関する学習にも積極的に取り組んでいます。特に、法律の初学者である1年生向けには、とりわけ必修科目である憲法・民法・憲法を中心とした学習会を開催し、新入生の学びをサポートするとともに、上級生の法律学に関する理解の向上にも役立てています。他にも、合宿や、裁判所見学といった活動も行っています。また、学生会館8階にある会室は、会員に対して常に開かれており、法学の学習をはじめとした日々の活動の場として活用しています。本棚には、法律書をはじめとした専門書や実用書だけでなく、小説などの一般文芸作品なども幅広く、かつ数多く取りそろえられています。会室は、学習の場としてだけでなく、会員相互の親睦を深める場としても、居心地の良い空間を目指しています。,毎週水曜日/5限/学生会館,32人,1950年,1人,なし,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3505&lng=en,なし,なし,なし,https://twitter.com/w_hosyaken,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0192,3498,公法研究会,学問,法律,"公法研究会は法学部の学生を中心とした法律サークルです。法学部の学生さんはもちろん、法学部以外の方も募集しています。
/
/公法研究会は多くの法律サークルとは異なる点が多々あります。まず、公法研究会では主に憲法問題について扱います。また、一般的に法律サークルは授業の復習的な内容をレクチャー形式で行いますが、公法研究会ではディスカッション形式で行います。
/
/公法研究会の最大の魅力はやはり、このディスカッションにあります。一般的に勉強というと、先生の話を聞く、本を読むなどインプットを思い浮かべますが、我々はディスカッションを通じて、自分の考えを言葉にする、他人に説明する、といった勉強をします。この勉強では法律的な勉強だけでなく、さまざなな分野で役立つ能力を養えます。
/
/もちろん、互いに議論することで会員同士の中は良くなりやすく、非常にアットホームなサークルです。この機会に大学らしい勉強をしてみませんか？",毎週金曜日/18時半〜/3号館・学生会館,43人,1952年,0人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3498&lng=en,なし,なし,なし,https://twitter.com/koken_1954,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0193,3495,蛍法会,学問,法律,蛍法会、通称「ほたる」では、週3回のレクチャー（月曜日：刑法、水曜日：憲法、金曜日：民法）により、単位取得が困難と言われる法学部の試験を乗り切る手助けをします。普段の活動では真面目に法律を勉強する一方、活動後にはみんなでごはんを食べに行ったりおよそ月1回の頻度で開催されるイベントでみんなで遊んだりと、勉強と遊びのメリハリがしっかりとつけられていることがほたるの長所です。また、人数も多すぎず少なすぎずのちょうどいい人数なため、大規模サークルの幅広い交流・小規模サークルのアットホーム感という両方の長所を兼ね備えた中規模サークルとなっています。なにより、大学生活のほとんどを8号館で過ごす法学部生にとって、8号館での居場所を得られるというのが法律サークルの強みだと思っています。ぜひ充実したほたるライフを共に歩みましょう！,毎週月・水・金曜日/18時〜/学生会館・3号館など,50人,1956年,3人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3495&lng=en,なし,なし,なし,https://twitter.com/hotaru_1956,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0194,3501,犯罪学研究会,学問,法律,"犯罪は社会を知る手がかりの一つです。
/
/　私たちは毎年、犯罪や刑事政策に関する論題を一つ決め、それについて週に1度程集まって勉強しています。秋にはその成果の発表も行います。昨年は「非行少年・若年犯罪者に対する就労支援〜再犯・再非行防止に向けて〜」というテーマでした。詳しい報告内容についてはブログに掲載していますので関心のある方はご覧ください。
/
/　また、書物の上での学習だけでなく、関連する施設を参観したり実務家の方々にお話を伺いに行ったりすることもあります。昨年は少年鑑別所や犯罪者を雇用している企業を訪ねました。犯罪は人々の興味の的になりがちでありながら、その実態を知る機会は少なく、印象や想像で語られることも少なくありません。現実から遊離しないためにも実際の現場に足を運ぶことも大切です。この様な実地調査は当サークル活動の特徴の一つです。",週に一度集まりますが、曜日は皆で話し合って決めています。場所は主に学生会館の会室です。,39人,1978年,0人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3501&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0195,3509,国際法研究会,学問,法律,当サークルは日本および世界で開催されている国際法を用いた模擬裁判大会に参加するサークルです。過去5年間連続で、日本代表チームとして最も著名な大会であるJessup Cupに出場しています。1年生は、週1回のゼミで、3年生からレクチャーしてもらい、国際法の基礎知識を楽しく学びます。1年の冬から2年生にかけて本格的に大会に出場します。2月には宇宙に関する国際法を用いた大会に参加し、1年生は初めて公式大会に出場し、他校と実力を競います。7月には、2度目の公式大会であるJapan Cupがあり、京大や東北大、上智大といった強豪校とも対戦します。夏休みにはAsia Cupがあり、外国の大学のチームと英語弁論で競います。後期に入ると先述のJessup Cupの国内予選に参加し、世界大会出場を目指します。この大会はそれまでの活動の集大成となるものです。,毎週月〜金曜日（内1日）/14：00〜/学生会館など,120人,1988年,1人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/b49af1378edf9e0cc5972e7e8c0e80c7-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/744a5cba40c72a5948e8911fb0940ffc.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/8353187100f5f4283a855b03ec697fe7.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3509&lng=en,なし,なし,なし,https://twitter.com/waseda_wilc,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0196,3510,現代司法研究会,学問,法律,現代司法研究会（通称げんしけん)は、早稲田大学の公認サークルです。法学部にある法律サークルの一つであり、サークル員は早稲田大学法学部の学生で構成されています。現代司法研究会の活動は試験前には勉強会を行うこと、それ以外には日々のサークル員同士の交流や弁護士事務所訪問、学内法律討論会、そして現役弁護士たちと毎年厚生労働省前で行われる薬害根絶デーに実行委員として参加していることです。他のサークルに比べると各学年10人ほどの少人数のサークルではありますが、早稲田大学内での活動はもちろんのこと、それ以外にも薬害根絶デー実行委員を通して、弁護士と共に行う仕事といった学外のものまで幅広く活動を行っています。,情報なし,43人,1988年,0人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/53d22025986be977190bf33f729daedb.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/622858d58beeba784e3def120e0c57b4.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/630703b2cddd502c07e8791d0544a818.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3510&lng=en,なし,なし,なし,https://twitter.com/genshiken_wsd,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 活動日時・場所なし
C0197,3599,Welcome-Law School,学問,法律,大学院法務研究科へ入学した学生を対象にした新入生歓迎会や修了生祝賀会の開催を通じて、司法試験合格やその後に有意義なつながりを築くきっかけを提供しています。上記催し物は準公式の伝統行事として、毎年非常に多くの学生や先生方、OB・OGの法曹として活躍されている先輩方にご参加いただいています。また近年は、ロースクール稲門会とも協力を深め、一層縦のつながりを深めることを図っています。司法試験合格は長く苦しい道のりという一面を待ちますが、互いに励まし合い切磋琢磨（せっさたくま）する仲間との出会い、恩師や諸先輩方からの激励によって、乗り越えることができるものと考えます。いばらの道を選んだ者同士、支え合っていける環境作りの一助になりたいと願い、活動を続けています。,不定期,30名,2004年,0人,なし,https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/Welcome-Law-School1-940x705.jpg,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3599&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0198,3601,Law&Practice,学問,法律,法学論文雑誌（ローレビュー）『Law&Practice』の編集・発刊を行っています。具体的には、本研究科の教員や卒業生の弁護士等の方々に論文執筆や座談会の依頼をして、その内容を雑誌にまとめて『Law&Practice』として発刊します。執筆等の依頼、編集、発刊、全国への発送、活動資金の調達を、学生が主体となって行っています。普段あまり会う機会のない先生や、弁護士、裁判官、検察官などと関わることができます。活動の成果が雑誌という形で残りますし、調べ物をしてて『Law&Practice』から引用された文献があったりして、とてもやりがいがあると思いますよ！雑誌『Law&Practice』の入手を希望される方、また、当サークルへの参加を希望される方はお気軽にご連絡ください！,7月・1月を除き月1回/27号館,約20人,2006年,0人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3601&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0199,3605,法学教室　Street Law,学問,法律,"初めまして。私たち法学教室Street Lawは、中学生・高校生を対象に、法教育の授業を行っている法務研究科承認団体です。
/
/法教育とは、「法的なものの考え方」や「憲法の理念」「ルールって必要？」などについて考えてもらう授業です。一方向的な授業ではなく、中・高生に届く言葉で、対話を通して考えてもらえるよう工夫しています。
/
/選挙権年齢の引き下げ、憲法をめぐる議論の活発化、若い世代が声を上げる機会が増えた一方で、政治や司法に無関心な若い人たちが多いのも現実です。私たちの授業が、法律について考えるキッカケ、材料になる事を期待しています。
/
/授業研究、講師をお招きしての勉強会、授業先の先生方との打ち合わせを重ねながら授業の準備に全力を挙げております。
/
/どうぞよろしくお願い致します。",不定期/早稲田キャンパス27号館,18人,2015年,0人,なし,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3605&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0200,3735,ジェンダー法研究会,学問,法律,法務研究科の公認サークルです。ジェンダー全般の課題について研究発表や討論を行っています。,不定期,20人,2020年,0人,なし,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3735&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0201,3795,WLSキャリアキャンバス,学問,法律,"WLSキャリアキャンバスは、早稲田大学法科大学院公認の事務所訪問サークルです。全体で150人以上のメンバーがおり、学期中・長期休みに活動を行っています。法律事務所訪問企画は、公式イベントと比較して、より事務所や弁護士の先生のカジュアルな面を拝見できると好評です。法律事務所に限らず、企業の法務部や官庁への訪問も積極的に行っています。様々な事務所に訪問する機会は、法律家になってからは難しい面もあります。ぜひ弊サークルの活動に参加して、どのような法律家になりたいか、どのような組織に入りたいか探求し、充実した早稲ローライフを過ごしましょう！
例年入学者に対して、キャリアイベントを開催しておりますので、ご興味がある方はぜひご参加ください。",不定期,150,2022年,情報なし,なし,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3795&lng=en,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 外国人学生の受け入れなし; 写真URLなし
C0202,3080,生物同好会,学問,自然科学,私たち生物同好会は、水、虫、鳥、両爬の四つの班に分かれ、それぞれがフィールドに出向き好きな生き物に触れ合うという活動形態をとっています。例えば水班は海釣りや磯採集、虫班は昆虫採集や標本作成、鳥班はバードウォッチング、両爬班は野外観察や自宅での生体飼育などの活動に取り組んでいます。といってもサークル内が完全にバラバラになって活動しているというわけではなく、春は新歓合宿、夏は夏合宿、秋は早稲田祭出展、冬はクリスマス会という形で全体活動も積極的に行っています。また、毎月班の活動を報告しあう定例会を開催しています。詳しくはサークルのWebサイト、Twitter、Facebookなどをご覧ください。「生き物は好きだけど、フィールドワークはやったことがないなぁ…」という初心者の方も、「高校では生物部に入っておりました、今年は房総の方まで昆虫採集をしに行きたいです！」という玄人の方も、私たちと一緒に自然の偉大さ、その魅力を感じに行きましょう！,"活動日時：不定期
/
/
/
/活動場所：自然、学生会館部室（E723号室）",70人,1949年,0人,あり,なし,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3080&lng=en,なし,https://wasedaseibutsu.blogspot.com/,なし,https://twitter.com/w_sdk,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; 写真URLなし
C0203,3081,天文同好会,学問,自然科学,"まったり星空を眺めることが好きな人が集まって活動しています。毎週の例会では、サークル所有の望遠鏡で学生会館の屋上から空を見てみたり、プラネタリウムに行ったり、天文台に行ったりなど、星や宇宙に関することをいろいろしています。早稲田祭に向けて大きなプラネタリウムを作ったりもします。/
///
// また、星を見るための合宿もたくさん行っています。長野や伊豆大島など、都心から離れたところでは満天の星空が見られますよ！星に詳しい人はもちろん、知識はないけどきれいな星空が見てみたい人も大歓迎です。ゆったりしたサークルなので、それぞれのペースで来てくれれば大丈夫です。一緒に天の川や流れ星、たくさんの星座を観測しましょう！",毎週水曜日/18:30~/学生会館11階,80人,1960年,2人,なし,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-14-201607151223-74-940x626.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-15-201607151223-74-940x626.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/07/1X14C125-1-16-201607151223-74.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3081&lng=en,サークルサイト閉鎖,http://waxatenmon.wp.xdomain.jp/,https://www.instagram.com/waxa_tenmon/,https://twitter.com/waxa_souten,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み; ウェブサイト（サークル）: リンク切れ (fetch failed)
C0204,3288,化石鉱物研究会(化鉱研),学問,自然科学,"化石鉱物研究会（化鉱研）は、化石や鉱物の採集・観察を通じて地球の姿を追い求めているサークルです！
/
/
/
/主な活動内容
/
/・採集会：月に１度実施。関東近郊の産地に行き、日帰りで化石や鉱物を採集します。安全な場所を選んでおり、経験豊富な先輩のサポートもあるため、化石・鉱物採集の経験がない人でも安心です。
/
/・合宿：主に夏休みに実施予定。普段の採集会では行けない遠くの産地に行き、採集を行います。関東とは違う現地の雰囲気を楽しめる点、時間をかけて思う存分採集できる点が魅力です。
/
/・早稲田祭：化石・鉱物の展示と販売を行います。
/
/・ミネラルショーや博物館などの見学：東京国際ミネラルフェア（新宿）、東京ミネラルショー（池袋）、国立科学博物館の特別展など、化石・鉱物の展示や販売が行われているイベントを見学します。
/
/・部室での活動：コロナ禍以前に行っており、現在復活を検討中です。採集品や購入品をみんなで観察・品評したり、化石や鉱物について勉強をしたりしながら、のんびりと楽しく過ごせる場をつくるために動き出しています。
/
/
/
/採集に慣れている方はもちろん、化石や鉱物に興味はあるけれど自分で採集に行くのは不安、産地についてはよく知らない…という方でも大丈夫です！現会員の多くは化鉱研に入って初めて採集をした人たちです。
/
/化石・鉱物が好きな方であれば、学年や経験問わずどなたでも大歓迎です。お気軽にいらしてください！","月に１回程度/関東各地の化石・鉱物産地
/
/
/
/部室での活動は現在検討中",30人,2009年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/cd35ca7252d4b9ab26d79c95b9340bfb-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/679c49aa356eb074835129575f3abe42-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/b021f681fd5a4e77279d3d5bda1001bd-940x705.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3288&lng=en,なし,https://kasekikoubutu.wixsite.com/kakouken,なし,https://twitter.com/kakoken2013,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0205,3736,iGEM - Waseda,学問,自然科学,"私たちは合成生物学の国際コンペティションiGEM(International Genetically Engineered Machine competition)という大会に出場するため、研究活動や合成生物学の普及活動をしています。合成生物学とは遺伝子組み換え技術などを用いて、生物に望むような機能を持たせるといった「作る生物学」のアプローチを通して、より生物システムへの理解を深めようとする学問です。代表的な例としては蛍光色に点滅したり、果物の匂いを発したりする大腸菌の作成があります。また、iGEMでは実験をするだけではなく、合成生物学を通した社会への貢献も求められます。私たちは附属の高校生に対して合成生物学の講義を行うことや、合成生物学の技術を用いた企業プロジェクトについても取り組んでいます。これらの活動を通して、学部生のうちからチームで研究することや他分野融合の大切さ、さらには科学技術と社会との関わりについて深く学ぶことができます。活動に参加するに当たって、生物に関する深い知識は必要ありません。大切なのは熱意と責任感のみです。文系理系問わず、みなさまの参加をお待ちしております。
/
/
/
/We are conducting research and promoting synthetic biology in order to participate in the iGEM (International Genetically Engineered Machine competition)， an international synthetic biology competition.
/
/We are conducting research and promoting synthetic biology in order to participate in the iGEM (International Genetically Engineered Machine competition)， an international synthetic biology competition. Synthetic biology is a discipline that seeks to deepen our understanding of biological systems through the approach of “creating life? in which genetic recombination technology is used to give organisms the desired functions. A typical example is the creation of E. coli bacteria that flash fluorescent colors and emit fruit smells. In addition to conducting experiments， iGEM students are also expected to contribute to society through synthetic biology. We give lectures on synthetic biology to the high school students， and we also work on entrepreneur projects that use synthetic biology technology. Through these activities， you can learn the importance of conducting research in a team and， as well as the relationship between science and technology and society. You do not need to have a deep knowledge of biology to participate in these activities. All that is important is enthusiasm and responsibility. We are looking forward to your participation， regardless of whether you are a humanities or science major.
/
/",授業期間：週一回ミーティング。時間等は応相談　長期休み：Twinsで実験、および毎週月曜18:00-19:30 ミーティング,18人,2020年,0人（英語学位プログラム在籍1人）,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/EN-040_1.png, https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/EN-040_2-940x529.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2023/03/EN-040_3-940x518.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3736&lng=en,なし,https://igem-waseda.netlify.app/,https://www.instagram.com/igemwaseda/,https://twitter.com/Wasedaigem,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0206,3207,邦文速記研究会,学問,言語,"私たちは特殊な文字を使って朗読音声を書き取る「速記」という技術の練習をしているサークルです。/
///
///
///
//練習は平日5限に行っており、都合に合わせて好きなタイミングで参加できます。上級生が一人一人の進度に合わせて教えるので、あまり練習に参加できなくても自分のペースで速記を習得することができます。また、活動は速記の練習だけでなく、季節ごとに行うキャンプやクリスマス会、お出かけ会などイベントもたくさん開催しています。練習やイベントは全て自由参加です。そのため、学業や他の活動との両立も十分可能です。/
///
///
///
//何か特技がほしい人、変わったことをしたい人、大学に居場所がほしい人、どんな人でも大歓迎です。少しでも興味のある方はぜひ見学にいらしてください！皆さん一緒に速記を楽しみましょう！！",毎週月曜～金曜/17:00～18:40/学生会館,23人,1930年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/0912fdae884c2ec7ca4ce10c284f9929-940x704.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/81913d91f68b12bf1931eda631d58908-940x705.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2016/09/95bd949fa9428b71cd1a8c7ee3728373.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3207&lng=en,なし,なし,https://www.instagram.com/waseda_steno,https://twitter.com/waseda_steno,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0207,3208,英語部 (WESA),学問,言語,"皆さんこんにちは！英語部(WESA)は創立70年以上を誇る公認サークルで、1年生から3年生まで100人以上が所属しています！当サークルは英語力の向上と部員全員の親睦を目的に活動しています。メインの活動はディベート、ディスカッション、スピーチ、レッスンの4つです。またこれらの活動に関する日本有数の規模の大会を運営しています。年4回の合宿に加え、数多くの企画を行っており、規模の大きいサークルにもかかわらず、全員と親睦を深めることができます！遊びも英語も全力で楽しみたい、学生生活を楽しみたいというそこの君！WESAで待ってます！
Hello! We are an official circle with over 100 members， aiming to brush up our English skills， and build bonds between members.? / /Our activities are debate， discussion， speech， and lesson. We hold practices and even organize tournaments! There are 4 camps and other fun events throughout the year! / /Want to have a blast? Come to WESA!",週5日(月〜金)/13時〜18時(参加時間や参加頻度は各自で決められます)/学生会館,120人,1951年,2人,あり,https://www.waseda.jp/inst/weekly/assets/uploads/2026/03/b2dee5968b7160cd9912e8a0bbcbb2a5-940x705.jpg,https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3208&lng=en,なし,https://kj0576.github.io/wesa./,https://www.instagram.com/wesa_2026/,https://x.com/wesa_shinkan,なし,https://lin.ee/KgQol1s,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
C0208,3206,スペイン語研究会,学問,言語,スペイン語研究会は1960年設立の早稲田の中でも歴史あるサークルです。ほとんどの人が第2外国語を学び始めるのは大学に入ってからのことが多いと思います。どうやって勉強していけばいいのか、おすすめの辞書や参考書は…？と不安なことも多々あるでしょう。そんなお悩みはスペイン語研究会に入れば一発解決！分からないところを自称「できる先輩」たちと考え、共に学ぶ仲間を作りましょう。語学勉強にとどまらず、お祭りのボランティアやスペイン料理作りなど活動は多岐にわたります。近年から会長に教育学部複合文化学科の教授、後藤先生をお迎えしました。大変スペイン語に熱い先生ですので、きっと相談にも乗ってもらえるかも！？ちょっとでも興味があれば、ぜひ一度部室へお越しくださいませ。,日時は学期ごとに部員の予定を聞き相談して決めます。学生会館E536の部室で活動しています。,10人,1960年,0人,あり,"https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/c871b1820fe6d4220bf8fd237b30b7f2.jpg, https://www.waseda.jp/inst/weekly/assets/uploads/2017/03/1f424d1df3bf4e47a9288bd6426e0b6d.jpg",https://www.waseda.jp/inst/weekly/circleguide/detail/?id=3206&lng=en,なし,なし,なし,https://twitter.com/supekenwaseda,なし,なし,なし,なし,なし,なし,なし,公式サイトから取得; リンク検証済み
