circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0011,3410,41dfe0b6ad65affe,축구 관전회,스포츠(구기),축구,"저희 축구 관전회는 전국 각지의 경기장에서 좋아하는 축구 팀을 열정적으로 응원하는 동아리입니다. 기본적으로는 동아리원 전원이 함께하는 활동이라기보다는, 같은 팀을 응원하는 사람들끼리 원할 때 경기장에 가서 경기를 관람하고 있습니다. 다만, 동아리원 전원이 함께하는 활동으로서 정기적인 회식이나 풋살 등도 진행하고 있습니다. 또한 연 1회 이벤트로 가을 무렵에 축구계 유명 인사를 초청하여 강연회를 개최하고 있습니다.최근에는 전 일본 국가대표 사토 히토시 씨나 아나운서 시모다 츠네유키 씨를 초청했습니다. 경기 관람이나 이벤트 참여도 강제적인 것이 아니므로, 자신의 페이스에 맞춰 참여할 수 있는 동아리입니다. J리그, 해외 축구, 고교 축구까지 축구를 좋아하는 분이라면 누구나 대환영입니다. 함께 경기장에서 응원합시다.","기본적으로 주말, 전국 각지의 경기장",없음,machine_translated,not_reviewed,
C0012,3775,dcf48610f6c9d552,FC GUSTA,스포츠(구기),축구,"대학 동아리 축구 최정상인 '신간토 리그' 1부 소속. 총 150명이 넘는 인원을 보유한 대학 축구 동아리입니다. 2009년 설립되어 비교적 역사가 짧음에도 불구하고 과거에는 일본 챔피언 타이틀을 획득했으며, 최근에도 반드시 상위권에 진입할 정도로 안정적인 성적을 거두고 있습니다.
/
/
/
/선수들은 와세다대 학생들로 구성되어 있으며, 전국 대회 출전 경험자나 유스 팀 출신 선수부터 초보자까지 다양한 배경을 가진 선수들이 다수 소속되어 있습니다.
/
/
/
/‘일본 최고의 축구 동아리’를 목표로 삼고 있으며, 축구 실력은 물론 즐거움 또한 양립하는 데 중점을 두고 있습니다.
/
/
/
/역사가 짧아 얽매임 없이 자유로운 분위기의 동아리입니다. 축구도 학생 생활도 전력으로 즐기고 싶은 신입생을 기다리고 있습니다. 관심 있으신 분은 꼭 SNS를 통해 연락 주시기 바랍니다.","주 3회, 주로 월·수·목 / 시간은 불규칙(주로 13시~15시) / 코이시카와, 오치아이, 니시토야마, 요요기",없음,machine_translated,not_reviewed,
C0013,3553,33392a9a89353fb3,@앳마크,스포츠(구기),축구,"앳마크의 장점은 누구나 즐겁게 축구를 할 수 있다는 점입니다! 대학에서 축구를 시작한 사람도 어릴 때부터 축구를 해온 사람도 함께 연습하고 있습니다. 출석 제도는 없으며 연습에 오고 싶은 사람만 올 수 있는 자유로운 분위기의 동아리입니다. 동아리원들끼리도 사이가 좋아 연습 후에 밥을 먹거나 놀기도 합니다. 연 4회의 합숙이나 여름 캠프 등의 이벤트도 풍성합니다. 또한 앳마크는 학년 간 사이가 좋아 3학년 때 은퇴하는 일은 없습니다.4년 동안 즐길 수 있는 동아리입니다. 졸업생이 참여하는 행사도 있어 OB, OG와도 사이가 좋습니다.
/
/
/
/꼭 다 같이 축구를 합시다!!","매주 수요일, 토요일 / 15~17시 / 키타노 운동장, 스포츠 홀, 항공공원",없음,machine_translated,not_reviewed,
C0014,3409,a4ab7a58e9b7693f,축구 동호회,스포츠(구기),풋살,"축구 동호회의 매력은 최근 실적을 쌓아가면서도 비정규 멤버제로 사이좋게 지내는 점! 여학생들은 매니저든 선수든, 왁자지껄하게 분위기를 띄워줍니다(웃음).주 1~2회의 연습과 대회, 이벤트, 회식도 알차게 진행됩니다. 디즈니, 할로윈, 크리스마스 파티, 스노보드 합숙 등등... 대학생이기에 누릴 수 있는 즐거움을 추구하며 활동하고 있습니다! 많은 선배들이 기다리고 있습니다! 축구 동호회에서 대학 생활 최고의 추억을 만들어 보세요!",매주 수요일/17시/토시마엔,없음,machine_translated,not_reviewed,
C0015,3413,f01ef784ceb33c69,메인 스트리트 F.C,스포츠(구기),풋살,"남자는 와세다, 여자는 각 여자 대학의 학생들이 모여 있습니다. 목요일은 다카다노바바의 니시토야마 공원, 일요일은 도쿄 도내의 풋살 코트에서 연습하고 있습니다. 풋살을 즐기는 데 중점을 두는 엔조이 지향의 팀입니다. 경기에서 이기는 것이 최우선인 경기 지향의 팀이 아니기 때문에 분위기도 차분하며, 초보자나 여성도 부담 없이 즐겁게 풋살을 하고 있습니다.대회가 되면 모두 전력을 다하지만, 연습이나 동아리 내 대회는 무엇보다 즐겁게 활동하고 있습니다. 동아리 내 대회나 와세다 대학의 다른 동아리와의 교류전도 진행하고 있습니다. 평소 목요일과 일요일 연습 외에도 연 3회 합숙(5월: 신입생 환영 합숙, 여름방학: 여름 합숙, 봄방학: 봄 합숙)뿐만 아니라 운동회, 걷기 대회, 드라이브, 스노보드 등 다양한 레크리에이션 행사도 기획하고 있습니다.","매주 목요일·일요일/15시 30분/니시토야마 공원, 오지, 긴시초",웹사이트(동아리) 접속 제한,machine_translated,not_reviewed,
C0016,3586,fa3e343de31562c6,PETIT ROYAL FC (프티 로얄 FC),스포츠(구기 종목),풋살,"도코로자와 캠퍼스 최대 규모의 풋살 동아리 PETIT ROYAL FC(쁘띠 로얄 FC)입니다. 원칙은 1. 초보자 한정(여성은 경험자 가능), 2. 동아리 활동 중 금연, 3. 동아리 활동 중 원샷 강요 금지입니다.매주 2일, 도코로자와 캠퍼스 스포츠 홀에서 남녀 학년 관계없이 전원이 선수로 풋살을 하고 있습니다. 초보자 전용이므로 새로운 스포츠를 해보고 싶은 분, 부담 없이 스포츠를 즐기고 싶은 분을 환영합니다. 또한 금연 및 원샷 강요 금지이므로 담배나 술을 잘 못 드시는 분도 환영합니다. 매주 풋살 활동 외에도 연 3회 합숙, 여름·겨울 대회 주최, 동문회 등의 이벤트도 진행하고 있습니다. 남녀 학년 관계없이 외부 대회에도 참가하고 있습니다.",매주 수요일/18~20시/일요일 13~17시/스포츠 홀,없음,machine_translated,not_reviewed,
C0017,3414,52e32c4af79c2a31,KatZwei,스포츠(구기),풋살,"캣츠바이(Catsby)는 매주 2회, 공원에서 풋살을 하며 땀을 흘리고 있습니다. 와세다 대학 전체의 동아리로, 여학생들도 모두 매니저가 아닌 선수로서 참여합니다. 많은 멤버가 초보자이며, 딱딱하게 풋살을 하거나 주전 자리를 차지하기 위해 필사적으로 연습하기보다는, 땀을 흘리고 싶을 때나 모두를 만나고 싶을 때 얼굴을 내밀어 즐겁게 풋살을 하는 동아리입니다! 한 학년당 20명 정도이며, 같은 학년 간의 관계도, 선배와 후배 간의 관계도 매우 좋습니다. 대회에는 한 달에 한 번 정도 일반 시민 대회에 참가하고 있습니다. 직장인이나 때로는 아이들도 멤버인 팀과 경기를 하기 때문에, 대회라 해도 시종일관 화기애애하게 경기를 합니다! 모두가 사이가 좋고, 모두가 서로를 생각하며 활동하는 점이 캣츠바이의 매력입니다!!",매주 수요일·토요일 / 13시~18시 / 니시토야마 공원,없음,machine_translated,not_reviewed,
C0018,3415,01e46ff4e5e16ab9,Espiga,스포츠(구기),풋살,"남자 약 35명, 여자 약 35명이 주 1회, 매주 금요일 키치조지에서 풋살을 하고 있습니다. 연습 전반부는 남녀가 섞여 즐겁게 몸을 풀고, 후반부는 남자끼리, 여자끼리 본격적으로 풋살을 즐깁니다.또한, 일 년에 몇 번 대회에 참가하기도 하며, 올봄에는 여자팀이 와세다 대학 내 대회에서 준우승을 차지했습니다. 물론 풋살 이외의 이벤트도 알차게 마련되어 있어, 디즈니, 캠핑, 연 4회의 합숙, 여름 유람선, 크리스마스 파티 등이 있습니다. 멤버들 간의 친밀함이 이 동아리의 자랑이며, 캠퍼스 생활을 풍요롭게 만들어 줄 것임에 틀림없습니다. 금요일은 Espiga 외에는 생각할 수 없습니다.",매주 금요일/19시/키치조지,없음,machine_translated,not_reviewed,
C0019,3416,8b33465edf0e3dae,디엔테 와세다,스포츠(구기),풋살,"디엔테는 초보자부터 고등학교 때까지 축구를 했던 사람, 남학생도 여학생도 유학생도 누구나 함께 즐길 수 있는 풋살 동아리입니다. 특히 디엔테는 유학생이 다수 소속되어 있는 풋살 동아리입니다. 유학생과 교류하고 싶거나, 놀고 싶거나, 외국어를 배우고 싶거나, 해외여행에 대해 듣고 싶은 분들을 대환영합니다. 또한 디엔테는 매년 상급자부터 초보자까지 있지만, 모두 함께 즐겁고 진지하게 연습하고 있습니다. 강팀은 아닐지 몰라도, 대회에서는 매번 드라마를 만들어냅니다.분위기도 술자리도 정말 느긋하고 여유롭게 즐기는 동아리입니다. 일 년에 몇 번 있는 합숙이나 그 밖에도 다양한 이벤트가 알차게 준비되어 있습니다! 디엔테의 아늑한 분위기는 와세다 1등입니다! 꼭 한 번 연습하러 와보세요!",매주 화요일·목요일·기타/18시/타바타 신마치 커뮤니티 아레나,없음,machine_translated,not_reviewed,
C0020,3721,6216bee5553b8e26,FC． TEMPESTA,스포츠(구기),풋살,"FC.TEMPESTA는 도코로자와 캠퍼스를 중심으로 활동하는 풋살 동아리입니다. 연습은 남녀 혼합으로 진행되며 매니저는 없습니다! 와세다 대학 학생, 타 대학 학생, 초보자, 경험자, 남녀를 불문하고 다양한 사람들이 풋살을 마음껏 즐기고 있습니다.대회에도 연중 몇 차례 참가하여 다양한 곳에서 좋은 성적을 거두어 왔습니다! 풋살이 주된 활동이지만, 이벤트도 알차게 준비되어 있습니다! 여름 합숙이나 크리스마스 파티, 스노보드 합숙 등등... 부담 없이 참여해 보세요! 개성 넘치는 멤버들과 함께 여러분을 기다리고 있습니다!",화요일과 금요일,동아리 사이트 폐쇄,machine_translated,not_reviewed,
C0021,3417,c87ec4899228e578,Tonsoku,스포츠(구기),풋살,"Tonsoku는 2013년에 창설된 와세다 대학 공인 올-와세다 풋살 동아리이다. 신생 동아리임에도 불구하고, 전통 있는 동아리 못지않은 연습 환경과 합숙, 각종 행사 등도 매우 알차게 구성되어 있다.창설 1년 차에 와세다 대학 공인을 받았고, 2년 차에는 와세다 대학 내 대회에서 우승을 차지하는 등 눈부신 성장을 이어가고 있다. 또한 이 동아리는 수평적인 유대뿐만 아니라 수직적인 유대도 강하다. 선배로부터의 일방적인 관계가 아니라, 후배가 선배에게 적극적으로 다가가는 관계가 매우 많은 것도 특징 중 하나이다. 하지만 이 동아리의 가장 주목할 만한 특징은 바로 ‘외모’이다.우리는 『외모부터 시작하라.』를 콘셉트로 내걸고 있다. 유니폼의 세세한 부분까지 디자인에 대한 고집, 다른 풋살 동아리에는 없는 팀 저지나 트레이닝복 도입 등은 『외모부터 시작하라.』를 구현한 것이라고 할 수 있다. 여기서 말할 수 있는 것은 외모가 좋아도 결과가 따르지 않으면 의미가 없다는 점이다. 하지만 Tonsoku는 달랐다.창단 1년 차에 각 대회에서 상위권에 진입했으며, 2014년도 와세다 풋살 리그에서는 우승, 2015년도에는 3위를 차지했다. 더욱 놀라운 점은 비레귤러제를 채택하고 있다는 것이다. 전원이 진지하게 풋살에 임하고 훈련에 매진하고 있기에 팀으로서 결과를 낼 수 있는 것이다. ‘명실상부하게 와세다 1위가 되자’는 목표를 함께 추구하는 동료를 우리는 기다리고 있다.",매주 화·목요일/16시~18시/킨시초·토시마엔·메지로다이,없음,machine_translated,not_reviewed,
C0022,3739,b18948bf37da43db,와세다 대학 풋살부,스포츠(구기),풋살,"『Take The Initiative From WASEDA』라는 미션을 내걸고, 와세다가 앞장서서 체육회, 대학생, 풋살의 상식을 바꾸고 미래를 창조합니다.
/
/
/
/《경기 면》
/
/와세다 대학에서 유일하게 공식전 출전이 인정되고 있습니다. 고등학교 시절 진심으로 축구에 매진해 온 많은 축구 선수들에게 대학의 이름을 정식으로 걸고 싸울 수 있는 환경이 마련되어 있으며, 선발 전형이나 체육 특기생 제도 등도 없어 폭넓게 문호를 개방하고 있습니다.
/
/지도 면에서도 F리그(페스카도라 마치다)에서의 지도 경험이 있는 감독과 코치를 필두로 우수한 지도진이 갖춰져 있습니다.
/
/
/
/소속: 도쿄도 대학 풋살 리그
/
/대회: 전일본 대학 풋살 선수권 대회/전일본 풋살 선수권 대회
/
/
/
/《사업 면》
/
/입부 후에는 5개의 섹션으로 나뉘어, 사업 면에서도 활약의 장을 넓혀 나갑니다.창단 첫 해에 확보한 협찬금은 약 300만 엔에 달하며, 감독을 비롯한 지도진 초빙과 스폰서 확보, 전국 대회 주최까지 모든 것을 학생들이 주도적으로 진행합니다. 체육회에서는 경험할 수 없는 활동을 할 수 있습니다.
/
/
/
/경기 면뿐만 아니라, 사업 면에서도 타 단체가 따라올 수 없는 의미 있는 활동을 펼칠 수 있습니다.","【연습】월·수·금 21:00-23:00
/
/【연습 경기·공식전】토·일
/
/【연습 장소】아즈키자와 체육관·아카츠카 체육관·와세다 아레나 등
/
/【경기 장소】코마자와 체육관·코마자와 실내 구기장 등",없음,machine_translated,not_reviewed,
C0023,3580,ecb1adc98b8c7519,tokopan,스포츠(구기),풋살,"남녀가 함께 풋살을 즐길 수 있습니다. 대회나 스노보드, 할로윈 파티 등 이벤트도 풍성합니다!",정보 없음,없음,machine_translated,not_reviewed,
C0024,3163,2e926b6b8389f904,G.W. 럭비 클럽,스포츠(구기 종목),럭비,"1930년에 창단된 전통 있는 럭비 클럽입니다. 역사가 길어 동문도 매우 많고 조직이 탄탄하기 때문에, 다양한 면에서 지원을 받고 있습니다. 또한, 2014년도와 2015년도에 2년 연속으로 학생 클럽 일본 1위를 달성했습니다!올해는 3연패를 목표로 매일 연습에 매진하고 있습니다. 진지하게 럭비를 하고 싶은 경험자도, 처음 럭비를 해보고 싶은 초보자도 대환영입니다! 매니저로서 팀을 지원하고 싶은 분에게도 선배들이 친절하게 가르쳐 드리기 때문에 전혀 문제없습니다! ‘지-더블’ 멤버 전원이 한마음이 되어 팀을 활기차게 만들고 있어, 럭비뿐만 아니라 그 외 활동도 알차게 채워져 매우 즐거운 학생 생활을 보내고 있습니다. 관심 있는 분은 꼭 연락해 주세요!!",매주 수·토·일요일,없음,machine_translated,not_reviewed,
C0025,3407,eaaba735341b989a,콤플렉스 럭비 팀,스포츠(구기),럭비,"관동 학생 클럽 선수권 대회 1부에 소속된 콤플렉스 럭비 팀은 와세다 대학의 공인 인카레 럭비 동아리입니다. 타 대학의 선수, 매니저도 많이 소속되어 있습니다. 부담 없이 연습 참관을 오세요.2011년 관동 학생 클럽 선수권 대회에서 ‘우승 및 학생 클럽 일본 1위’, 2016년 동일본 학생 클럽 세븐스 대회에서 ‘우승’을 차지한 실력을 자랑합니다. 또한 바비큐, 여름 합숙, 봄 여행 등 다양한 이벤트도 마련되어 있습니다. 학생 생활을 즐기고 싶다면 컴플렉스로 오세요!","매주 수요일/16시~18시/키치조지, 매주 토·일요일/14시~16시/에도가와 (구장 상황에 따라 변경될 수 있음)",없음,machine_translated,not_reviewed,
C0026,3518,2248a185a331eaaf,와세다 대학 이공학부 럭비부,스포츠(구기),럭비,"저희는 덴츠 대학 럭비부와 함께 활동하고 있습니다. 경험자는 물론 초보자도 많아, 모두 함께 즐겁게 럭비를 하고 있습니다. 작년에는 지구 대항 관동 1구 2부에서 전승으로 우승했습니다.",매주 토요일 13:00~(@덴츠 대학 타마가와 그라운드),없음,machine_translated,not_reviewed,
