circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0011,3410,41dfe0b6ad65affe,足球观赛会,体育（球类）,足球,我们“足球观赛会”是一个在全国各地的体育场为心仪的足球队热情助威的社团。基本上，与其说是全体成员共同参与的活动，不如说是支持同一支球队的成员们在方便时前往体育场观看比赛。不过，作为全体成员的活动，我们也会定期举办聚餐或五人制足球等活动。此外，作为一年一度的活动，我们会在秋季左右邀请足球界的名人举办讲座。近年来，我们曾邀请过前日本国家队队员佐藤寿人先生以及播音员下田恒幸先生。观看比赛或参加活动均不强制，因此这是一个可以按照自己的节奏参与的社团。无论是J联赛、海外足球还是高中足球，只要是足球爱好者，我们都热烈欢迎。让我们一起去体育场为球队加油吧。,基本在周末，全国各地的体育场,无,machine_translated,not_reviewed,
C0012,3775,dcf48610f6c9d552,FC GUSTA,体育（球类）,足球,"隶属于大学足球最高级别联赛“新关东联赛”第一部。这是一个拥有超过150名成员的全国性大学足球社团。虽然成立于2009年，历史相对较短，但过去曾获得过日本冠军头衔，近年来也始终保持着稳定的成绩，稳居前列。
/
/
/
/队员均由早稻田大学学生组成，队内拥有众多背景各异的球员，既有参加过全国大赛的选手、青年队出身的球员，也有足球初学者。
/
/
/
/我们以“成为日本第一的足球社团”为目标，不仅注重足球竞技，更重视在享受乐趣方面取得平衡。
/
/
/
/由于历史较短，社团氛围自由、没有繁文缛节。我们期待那些希望在足球和学生生活中都全力以赴的新生加入。感兴趣的朋友，欢迎通过社交媒体联系我们。",每周3次　主要在周一、周三、周四/时间不固定（主要为13:00～15:00）/小石川、落合、西户山、代代木,无,machine_translated,not_reviewed,
C0013,3553,33392a9a89353fb3,@,体育（球类）,足球,"@Atmark的优点在于任何人都能乐在其中地踢足球！无论是大学才开始踢球的人，还是从小就踢球的人，大家都在一起练习。本社团没有出勤制度，氛围自由，想来练习的人随时都可以来。社员之间关系融洽，练习后常一起吃饭或玩耍。每年还有4次集训和夏令营等丰富多彩的活动。此外，@Atmark各年级之间关系融洽，不会出现大三就退役的情况。这是一个能让你尽情享受四年大学生活的社团。我们还举办有毕业生参与的活动，与校友们关系也十分融洽。
/
/
/
/大家一起来踢足球吧！！",每周三、周六/15:00~17:00/北野运动场、体育馆、航空公园,无,machine_translated,not_reviewed,
C0014,3409,a4ab7a58e9b7693f,足球同好会,体育（球类）,五人制足球,足球同好会的魅力在于，虽然近年来成绩斐然，但依然保持着非固定阵容、融洽相处的氛围！无论是女生经理还是球员，都会热闹地活跃气氛（笑）。每周1-2次的训练、比赛、活动以及聚会都非常丰富。迪士尼、万圣节、圣诞派对、滑雪集训等等……我们正致力于追求只有大学生才能体验的乐趣！许多学长学姐都在等着你！来足球同好会，创造大学生活中最美好的回忆吧！,每周三/17:00/丰岛园,无,machine_translated,not_reviewed,
C0015,3413,f01ef784ceb33c69,Main Street F.C,体育（球类）,五人制足球,男子成员来自早稻田大学，女子成员来自各女子大学。周四在高田马场的西户山公园，周日在东京都内的五人制足球场进行训练。这是一支以享受五人制足球为重、注重乐趣的球队。我们并非以赢球为首要目标的竞技型球队，因此氛围轻松，初学者和女生也能轻松愉快地参与五人制足球。一旦参加正式比赛，大家都会全力以赴；而在日常训练和社团内部比赛中，我们始终以快乐为宗旨。我们不仅举办社团内部比赛，还与早稻田大学的其他社团进行交流赛。除了每周四、日的常规训练外，每年还举办三次集训（5月：迎新集训　暑假：夏季集训　春假：春季集训），此外还组织运动会、徒步拉力赛、自驾游、滑雪等丰富多彩的休闲活动。,每周四、周日/15:30/西户山公园、王子、锦糸町,网站（社团）访问受限,machine_translated,not_reviewed,
C0016,3586,fa3e343de31562c6,PETIT ROYAL FC（小皇家足球俱乐部）,体育（球类）,五人制足球,我们是所泽校区规模最大的五人制足球社团PETIT ROYAL FC（小皇家FC）。原则上：1.仅限初学者（女生有经验者亦可），2.社团活动期间禁止吸烟，3.社团活动期间禁止强迫一口气喝完。每周两天，我们在所泽校区的体育馆内，不分男女和年级，全员参与五人制足球活动。由于限定为初学者，欢迎想尝试新运动或轻松享受运动乐趣的朋友加入。此外，因实行禁烟及禁止强迫一口气喝完酒的规定，也欢迎不习惯吸烟或饮酒的朋友。除了每周的五人制足球活动外，我们还举办每年3次的集训、主办冬夏两季的比赛、校友会等活动。无论男女或年级，我们都会参加校外的比赛。,每周三/18:00～20:00/周日13:00～17:00/体育馆,无,machine_translated,not_reviewed,
C0017,3414,52e32c4af79c2a31,KatZwei,体育（球类）,五人制足球,Catsby每周在公园进行两次五人制足球活动，挥洒汗水。这是一个由早稻田大学学生组成的社团，而且女生们也都是作为球员而非经理参与其中。许多成员都是初学者，与其说是为了认真打球或为了争夺主力位置而拼命练习，不如说这是一个当想出汗时或想见大家时就来参加，愉快地踢五人制足球的社团！ 每个年级约有20人，同届成员之间以及学长学妹之间的关系都非常融洽。我们每月会参加一次左右的普通市民联赛。由于对手包括在职人士，有时甚至还有儿童队员，因此即使是在比赛中，气氛也始终十分融洽！大家感情深厚，彼此体谅，这正是Cats By的魅力所在！！,每周三、周六/13:00～18:00/西户山公园,无,machine_translated,not_reviewed,
C0018,3415,01e46ff4e5e16ab9,Espiga,体育（球类）,五人制足球,约35名男生和35名女生每周一次，于每周五在吉祥寺进行五人制足球活动。练习前半段男女混合，愉快地活动身体；后半段则分别由男生和女生进行高强度的五人制足球对决。此外，我们每年还会参加几次比赛，今年春天女子队在早稻田大学校内赛中获得了亚军。当然，除了五人制足球之外，我们的活动也非常丰富，包括迪士尼游玩、露营、每年四次的集训，以及纳凉船、圣诞派对等。成员之间关系融洽也是本社团的一大特色，绝对能让你的校园生活更加充实。周五除了Espiga，别无他选。,每周五/19:00/吉祥寺,无,machine_translated,not_reviewed,
C0019,3416,8b33465edf0e3dae,迪恩特早稻田,体育（球类）,五人制足球,迪恩特是一个无论你是足球初学者，还是高中时期踢过足球的人，无论男女或留学生，大家都能乐在其中的五人制足球社团。特别是迪恩特拥有众多留学生成员。如果你想与留学生交流、一起玩耍、学习外语，或者想了解海外旅行，我们非常欢迎你。此外，迪恩特每年都有从高手到初学者的成员，大家既快乐又认真地进行训练。虽然我们可能不是最强的，但在比赛中总能上演精彩的一幕幕。社团氛围轻松惬意，聚会也十分悠闲自在。每年有几次集训，还有丰富多彩的活动！迪恩特温馨如家的氛围在早稻田大学首屈一指！欢迎大家来参加一次训练！,每周二、周四及其他/18:00/田端新町社区体育馆,无,machine_translated,not_reviewed,
C0020,3721,6216bee5553b8e26,FC． TEMPESTA,体育（球类）,五人制足球,FC.TEMPESTA是以所泽校区为中心开展活动的五人制足球社团。训练采用男女混合形式，且不设经理！无论早稻田大学还是其他院校的学生，无论初学者还是有经验者，无论男女，大家都在尽情享受五人制足球的乐趣。我们每年都会参加几次比赛，并在各地取得了优异成绩！虽然以五人制足球为主，但社团活动也非常丰富！包括夏季集训、圣诞联欢会、滑雪集训等等……欢迎大家轻松加入！我们期待着与各位一起，与个性鲜明的成员们共度美好时光！,周二和周五,社团网站已关闭,machine_translated,not_reviewed,
C0021,3417,c87ec4899228e578,Tonsoku,体育（球类）,五人制足球,Tonsoku成立于2013年，是早稻田大学官方认可的、由全早稻田学生组成的五人制足球社团。尽管是一个年轻的社团，但其训练环境丝毫不逊色于历史悠久的社团，集训及各类活动也十分丰富。成立第一年即获早稻田大学官方认可，第二年便在早稻田校内大赛中夺冠，展现出令人瞩目的成长势头。此外，本社团不仅横向联系紧密，纵向联系也十分牢固。其特点之一在于，并非仅是前辈对后辈的单向关系，而是后辈主动与前辈建立联系的情况非常普遍。不过，本社团最值得称道的特点是“外观”。我们高举“从外观开始”的理念。对队服设计细节的极致追求，以及引入其他五人制足球社团所没有的队服和训练服等，都可说是“从外观开始”理念的体现。这里需要说明的是，如果外表出众却没有相应的成绩，那就毫无意义。但Tonsoku却不同。成立第一年便在各项赛事中跻身前列，2014年度早稻田五人制足球联赛中夺冠，2015年度则荣获季军。更令人惊叹的是，我们采用了非固定首发制。正因为全员都以真诚的态度面对五人制足球并刻苦训练，团队才能取得佳绩。我们正在等待那些与我们共同追求“名副其实成为早稻田第一”这一目标的伙伴。,每周二、周四/16:00～18:00/锦糸町・丰岛园・目白台,无,machine_translated,not_reviewed,
C0022,3739,b18948bf37da43db,早稻田大学五人制足球部,体育（球类）,五人制足球,"以“Take The Initiative From WASEDA”为使命，早稻田大学将走在前列，改变体育会、大学生及五人制足球的固有观念，开创未来。
/
/
/
/《竞技方面》
/
/本队是早稻田大学唯一获准参加正式比赛的队伍。对于许多高中时代曾全身心投入足球训练的球员而言，这里提供了正式代表大学出战的环境，且无需参加选拔或体育特招，大门向所有人敞开。
/
/在指导方面，以拥有F联赛（佩斯卡多拉町田）执教经验的教练为首，汇聚了一支优秀的教练团队。
/
/
/
/所属：东京都大学五人制足球联赛
/
/赛事：全日本大学五人制足球锦标赛/全日本五人制足球锦标赛
/
/
/
/《运营方面》
/
/入部后将分为五个部门，在运营方面也将拓展活动领域。建队首年便获得了约300万日元的赞助资金，从聘请以主教练为首的教练团队、争取赞助商，到主办全国大赛，所有工作均由学生主导。这将是一段在体育会中无法体验的独特经历。
/
/
/
/不仅在竞技层面，在运营层面也能开展其他团体无法企及的富有意义的活动。","【训练】周一、周三、周五 21:00-23:00
/
/【练习赛・正式比赛】周六、周日
/
/【训练场地】小豆泽体育馆・赤冢体育馆・早稻田体育馆 等
/
/【比赛场地】驹泽体育馆・驹泽室内球场 等",无,machine_translated,not_reviewed,
C0023,3580,ecb1adc98b8c7519,tokopan,体育（球类）,五人制足球,男女可以一起享受五人制足球的乐趣。还有比赛、滑雪板、万圣节派对等丰富多彩的活动！,无信息,无,machine_translated,not_reviewed,
C0024,3163,2e926b6b8389f904,G.W.橄榄球俱乐部,体育（球类）,橄榄球,本俱乐部成立于1930年，是一家历史悠久的橄榄球俱乐部。正因历史悠久，校友众多且组织架构完善，我们在各方面都得到了他们的鼎力支持。此外，我们还于2014年度和2015年度连续两年荣获日本学生俱乐部冠军！本年度，我们正为实现三连冠的目标而日复一日地刻苦训练。无论是想认真投入橄榄球运动的有经验者，还是想初次尝试橄榄球的初学者，我们都热烈欢迎！对于希望作为经理支持球队的人，前辈们也会耐心指导，完全不用担心！“G.W.”的所有成员团结一心，共同为球队注入活力，因此无论是橄榄球还是其他活动都非常充实，让我们过着非常愉快的学生生活。感兴趣的朋友请务必联系我们！！,每周三、周六、周日,无,machine_translated,not_reviewed,
C0025,3407,eaaba735341b989a,Complex橄榄球队,体育（球类）,橄榄球,隶属于关东学生俱乐部锦标赛第一部的Complex橄榄球队，是早稻田大学公认的全国大学生橄榄球社团。队内也有许多来自其他大学的球员和经理。欢迎随时前来参观训练。我们在2011年关东学生俱乐部锦标赛中荣获“冠军暨日本学生俱乐部第一”，并在2016年东日本学生俱乐部七人制橄榄球大赛中夺得“冠军”，对球队实力充满信心。此外，我们还举办烧烤、夏季集训、春季旅行等丰富多彩的活动。想要尽情享受学生生活的话，就来Complex吧！,每周三/16:00～18:00/吉祥寺　每周六・周日/14:00～16:00/江户川　（根据场地情况可能有所变动）,无,machine_translated,not_reviewed,
C0026,3518,2248a185a331eaaf,早稻田大学理工橄榄球部,体育（球类）,橄榄球,我们与电通大学橄榄球部共同开展活动。不仅有经验丰富的队员，也有许多初学者，大家一起快乐地打橄榄球。去年我们在关东1区2部的地区对抗赛中全胜夺冠。,每周六13:00起（@电通大学多摩川运动场）,无,machine_translated,not_reviewed,
C0027,3515,9e1f6b6323540604,理工美式橄榄球部Bacchus,体育（球类）,美式橄榄球,"早稻田巴卡斯是一支隶属于关东学生橄榄球俱乐部联盟的美式橄榄球队，该联盟由关东地区各大学的体育会、准体育会及同好会组成。早稻田大学拥有3000多个社团，而早稻田巴克斯作为为数不多的获得理工学术院认可的社团之一，在户山校区学生会馆（30号馆）设有部室，不仅有理工学术院的学生，还有早稻田大学所有学部的学生（经理包括其他大学的学生）参与活动。毕业后，校友们仍会以OB/OG的身份与巴克斯保持联系。学生与500多名OB/OG共同组成“All Bacchus”，【每年全面支持求职活动】，这也是巴克斯的特色之一。
/
/
/
/【近期战绩】
/
/2018　第一部Frontier组　4胜1负并列第1名（因净胜球劣势排名第3，未能晋级关东锦标赛）
/
/2019　第一部Liberty组　　　4胜1负第2名　晋级关东锦标赛（第3名）
/
/2020　特别联赛　　　　　　2胜0负第1名　晋级决赛圈（第2名）
/
/2021　特别锦标赛　　　　第4名
/
/2022　特别锦标赛　　　　第5-6名（未确定具体名次）
/
/2023　1部自由组　　　　　3胜1负　第2名　晋级关东锦标赛（第3名）
/
/
/
/请通过此邮箱联系： [email protected]",每周六、周日/9:00〜12:00/国分寺、日本美国学校（多摩）、武藏野公园,无,machine_translated,not_reviewed,
C0028,3172,7e45d945ba657c21,美式橄榄球同好会Rebels,体育（球类）,美式橄榄球,大家好！我们早稻田Rebels是早稻田大学官方认可的美式橄榄球社团！每周训练4次（周二、周四、周六、周日），平日可自由参加，周末大家会在多摩川河滩一起活动。本队隶属于关东学生橄榄球俱乐部联盟，正为12月底的关东锦标赛冠军而日夜刻苦训练。Rebels自1978年创立以来，拥有12次联赛冠军、10次关东制霸的辉煌战绩，这是我们的骄傲。虽然我们是一支重视实力、追求胜利的队伍，但队中也有许多完全的初学者。（实际上，70%以上的队员都是初学者。）我们的赛季从2月开始。4月下旬左右将与庆应大学Bison队进行传统的早庆对决，为此我们将从春季开始训练。6月将进行公开赛，8月有夏季集训。随后从9月开始正式进入赛事季，一直持续到11月，12月则是我们目标所在的关东锦标赛。虽然活动安排紧凑，但我们也有休赛期，没有训练的时候大家也会一起去玩！对我们的活动感兴趣的朋友，欢迎关注Instagram(@waseda_revels)！现正大招收队员、经理及工作人员！！,"每周二、周四　东京都内球场
/
/
/
/每周六、周日　多摩川丸子桥球场",无,machine_translated,not_reviewed,
C0029,3594,3ddbb134d6da7335,RayBack,体育（球类）,篮球,这是早稻田大学所泽校区的篮球社团！！成立于2013年的新锐社团，氛围温馨，大家都能认真享受篮球的乐趣。每年会参加几次比赛，从初学者到有经验者，不同水平的球员都在一起活动。也许有人会担心“我是初学者没关系吗？”，请放心。有很多成员会耐心指导，最终你也能频繁上场比赛！ 此外，除了篮球之外，社团活动也非常丰富！除了日常训练，我们还会组织外出游玩等活动，通过这些机会，你不仅能与成员们建立深厚友谊，更一定能结交一生的挚友！！！！,每周二、周五/17:00起/所泽市民体育馆，每周四/16:30起/体育馆,无,machine_translated,not_reviewed,
C0030,3552,1405a9508cff66db,篮球社团JAWS,体育（球类）,篮球,这是一个以每年3月和8月赢得早稻田联赛冠军为目标，在所泽开展活动的、旨在享受篮球乐趣的社团！,无信息,无,machine_translated,not_reviewed,
C0031,3395,730f0ba15848fcf6,早大网球俱乐部,体育（球类）,网球,"我们早稻田大学网球俱乐部（通称：wtc、早庭）是规模最大、实力最强、最棒的社团！
/
/
/
/其魅力主要分为三点！
/
/
/
/首先，会员们个性丰富！全员来自早稻田大学，汇聚了各院系的成员！而且我们全年接受入会申请，当然也欢迎留学生和9月入学的学生！这是一个让每个人都能自由自在、独一无二的社团！
/
/
/
/其次是网球！从初学者到曾参加过全国大赛的资深选手，会员水平各不相同！去年我们取得了杯赛亚军、关东俱乐部对抗赛女子团体亚军等佳绩！最重要的是，每周5～6天、平日9:00～16:30的绝佳训练环境！有经验的成员可以尽情打球，初学者也能得到耐心细致的指导！
/
/
/
/此外还有丰富多彩的趣味活动！在早稻田网球场，甚至可以担任职业比赛的球童！通过各类活动和宝贵经历，你一定能与众多伙伴建立深厚友谊！
/
/
/
/只要有一点点兴趣，请务必来参加练习！期待您的加入！
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/
/",周一至周五/训练9:00～16:30/航空公园；周六/训练17:00～21:00/木场公园或城北中央公园,无,machine_translated,not_reviewed,
C0032,3532,5d9b03f97e77c1e1,理工硬式网球部,体育（球类）,网球,我们理工硬式网球部（通称“理科网”）的社员大多是理工学院的学生，因此大家关系非常融洽！平日每天都有练习，还有令理工学院学生欣喜的夜间训练！在2019年早大杯比赛中我们获得了第3名，无论资深选手还是初学者都热烈欢迎！理科网不仅在网球上全力以赴，玩乐时也同样全力以赴！还有许多活动和企划（滑雪、烟花、海边等）！,平日：白天/夜间：每周1次,无,machine_translated,not_reviewed,
C0033,3384,b94d43b039a83682,Young网球同好会（硬式部）,体育（球类）,网球,早大Young是早稻田大学公认的十二大社团之一！作为公认社团，运营管理完善，令人放心。社团成员由早稻田大学的男生以及早稻田大学、日本女子大学、学习院女子大学的女生组成。不过，无论男女、大学或年级，大家相处都很融洽♪社团成员中初学者和有经验者各占一半。针对初学者，我们设有专门的入门训练，因此初学者也能安心享受网球乐趣。此外，我们曾获得关东八强等优异战绩，因此也热烈欢迎有经验且想认真打网球的成员加入。每周工作日有5天进行训练，大家可以在课余时间参加，享受充满活力的集体训练！此外，早大Young每年都会参加CUP、关东赛和Assé等团体赛，大家正为此日复一日地努力！大家团结一心、同心协力的团体赛，绝对会让人感动不已。除了网球之外，我们每月还会举办符合季节的活动，比如去海边或河边，穿着cosplay服装打混合双打，然后在时尚的空中酒廊举办圣诞派对等，因此即使在网球之外，也能和大家建立深厚的情谊。此外，大家热闹欢聚的酒会也是不容错过的。聚会不强迫一口气喝完，也没有强制要求，现场还设有纯水区，确保安全无忧，任何人都能轻松享受！大家也来Young一起度过最棒的大学生活吧！！加入绝对不会让你后悔！！,工作日/高田马场附近的球场,无,machine_translated,not_reviewed,
C0034,3385,8b1c07efbb97beaa,Young网球同好会（软式部）,体育（球类）,网球,"大家好！我们是Young！
/
//Young是早稻田大学的全校性软式网球社团！每周练习2至3次，主要在城北中央公园和浮间公园进行，这些场地距离早稻田大学主校区约30分钟路程。练习氛围总是温馨融洽，确保每位成员都能充分参与练习和比赛。因此，大家不仅能与不同的人一起练习、组队，还能增进友谊并相互激励。由于练习时间为平日17:00～21:00，下课后也能轻松参加！
/
/
/
/“Young”隶属于“学同连”联盟，每年春季和秋季都会参加与其他大学的对抗赛（春季学同连、秋季学同连）。在这些比赛中脱颖而出的选手，将有机会参加关东公开赛、关东室内赛，以及8月一年中最重要的赛事——全日本学生公开赛（通称“全日”）。去年，我们在学同连的男女团体和个人项目中均夺得冠军，在“全日”比赛中则获得了男子团体亚军和个人冠军等佳绩！各项赛事均由男女团体赛和个人赛组成，无论技术水平如何，任何人都可以参加！
/
/
/
/此外，每月还举办约一次丰富多彩的趣味活动！包括烧烤、短途旅行、体育比赛、集训等各类活动。在这里，你一定能结识在Young社团才能遇到的最棒的伙伴，度过充实的早稻田生活！Young是一个能成为大家“归属之地”的社团！只要有一点点兴趣，欢迎通过社交媒体等渠道随时联系我们！",每周2～3天　城北中央公园・浮间公园,无,machine_translated,not_reviewed,
